,Word,Frequency_Score,Entropy_Score,Final_Score,Is_Real
5834,grace,0.8196915776986952,0.8722810430370007,0.8354684173001867,True
9383,blare,0.8149466192170819,0.8814940331775726,0.834910843405229,True
11208,carne,0.7888493475682088,0.9418950475269416,0.8347630575558287,False
5153,stole,0.8125741399762753,0.8822818421062384,0.8334864506152642,True
8825,toile,0.7935943060498221,0.926352770275889,0.8334218453176421,False
206,crame,0.8173190984578885,0.8707651813527386,0.8333529233263436,False
11389,sarge,0.8113879003558719,0.8834509440886233,0.8330068134756974,False
6148,spate,0.8149466192170819,0.8692973895999447,0.8312518503319407,True
10908,raine,0.7841043890865955,0.9398382670101255,0.8308245524636545,False
8970,space,0.8315539739027283,0.8288968851709944,0.8307568472832081,True
3788,thane,0.7995255041518387,0.8962009956682692,0.8285281516067678,True
12336,shame,0.8446026097271648,0.7899171421557801,0.8281969694557494,True
1368,arise,0.7769869513641756,0.9443728603679397,0.8272027240653048,True
8575,trice,0.7852906287069988,0.923916624115954,0.8268784273296854,True
10636,shite,0.8220640569395018,0.8379739186419145,0.8268370154502256,False
10461,paire,0.7924080664294187,0.9063711097851973,0.8265969794361523,False
12805,toise,0.7924080664294187,0.9055946161323303,0.8263640313402922,True
10995,swale,0.8279952550415184,0.8183016085803655,0.8250871611031725,True
8435,prone,0.8125741399762753,0.8531660514661176,0.824751713423228,True
11915,crape,0.800711743772242,0.8796621554633913,0.8243968672795867,True
3040,baile,0.8125741399762753,0.8498599111802494,0.8237598713374674,False
3656,suite,0.8137603795966786,0.8447351537322532,0.823052811837351,True
1268,cease,0.8576512455516014,0.7422728436183615,0.8230377249716294,True
10313,plane,0.8018979833926453,0.8666030140115548,0.8213094925783182,True
6130,crake,0.8149466192170819,0.8351028352905306,0.8209934840391164,True
14230,shape,0.8279952550415184,0.8036032542825933,0.8206776548138408,True
2412,stile,0.7959667852906287,0.8775502225530981,0.8204418164693694,True
2204,sonne,0.8718861209964412,0.6997464601769102,0.820244222750582,False
8647,brine,0.8244365361803084,0.8102238294703561,0.8201727241673227,True
13345,sabre,0.7983392645314353,0.8706147125553202,0.8200218989386008,False
11289,stade,0.8018979833926453,0.8595576625917034,0.8191958871523628,True
1098,trape,0.7746144721233689,0.9231383842155214,0.8191716457510146,False
3673,carle,0.7651245551601423,0.9449642353453069,0.8190764592156918,False
5205,raile,0.7603795966785291,0.9547870408308974,0.8187018299242396,False
7244,saner,0.7746144721233689,0.9210089876867683,0.8185328267923887,False
310,tease,0.8315539739027283,0.7879167964971867,0.8184628206810658,True
3091,shake,0.8422301304863582,0.7603166189537778,0.817656077026584,True
5644,carse,0.763938315539739,0.9423371233465313,0.8174579578817767,True
8677,raise,0.7591933570581257,0.9524372001530094,0.8171665099865908,True
5996,sayne,0.8042704626334519,0.8469206251448941,0.8170655113868845,False
12811,brose,0.8161328588374852,0.8190141373667221,0.8169972423962563,True
7510,blase,0.8054567022538552,0.8424558624464493,0.8165564503116334,True
12891,clone,0.797153024911032,0.8611087515126654,0.816339742891522,True
13825,sayee,0.8766310794780545,0.6743967940996606,0.8159607938645362,False
1047,faire,0.797153024911032,0.8586330649089005,0.8155970369103925,False
12536,thale,0.7758007117437722,0.9076857561800128,0.8153662250746444,False
6284,slier,0.7817319098457889,0.8911057356342751,0.8145440575823347,False
3572,socle,0.7935943060498221,0.859311196252479,0.8133093731106191,True
14564,stage,0.800711743772242,0.8419842826588232,0.8130935054382162,True
6223,irate,0.7461447212336892,0.9675987654704576,0.8125809345047197,True
5544,beare,0.8517200474495848,0.7211539632133639,0.8125502221787186,False
1703,score,0.7876631079478055,0.8706119731464746,0.8125477675074062,True
8256,liane,0.7663107947805456,0.9201387810856422,0.8124591906720746,False
1617,chase,0.800711743772242,0.8387036523921765,0.8121093163582223,True
2873,tarse,0.7378410438908659,0.9852763629102066,0.8120716395966682,True
13576,prole,0.7888493475682088,0.8660643213873944,0.8120138397139645,False
5635,orate,0.7461447212336892,0.9648929724608633,0.8117691966018414,True
4882,state,0.8398576512455516,0.7449327066655694,0.8113801678715569,True
13240,shart,0.7912218268090154,0.8561933551349751,0.8107132853068033,False
2057,flare,0.7912218268090154,0.8550825567672483,0.8103800457964854,True
9597,glare,0.7734282325029656,0.895911421753072,0.8101731892779975,True
6473,flane,0.8066429418742586,0.8175923148076817,0.8099277537542855,True
5887,scone,0.8030842230130486,0.8255789705629284,0.8098326472780126,True
6832,faine,0.8125741399762753,0.8028255511128104,0.8096495633172358,False
2678,grone,0.7995255041518387,0.8328620870857537,0.8095264790320132,False
7026,urase,0.7722419928825622,0.8964578961029838,0.8095067638486888,True
2069,maire,0.7769869513641756,0.885336473367049,0.8094918079650376,True
13190,poire,0.7841043890865955,0.867928899925972,0.8092517423384085,False
1558,carte,0.7437722419928826,0.9617271240517254,0.8091587066105355,True
2546,spore,0.7959667852906287,0.8393828339933815,0.8089915999014545,True
4345,slide,0.8042704626334519,0.8197041164215638,0.8089005587698854,True
5773,crave,0.8066429418742586,0.8133675608624297,0.8086603275707099,True
5587,blate,0.7852906287069988,0.8615043505619104,0.8081547452634723,True
11879,crore,0.8410438908659549,0.7313365283962021,0.8081316821250291,True
7484,sater,0.7485172004744959,0.9448783406154162,0.807425542516772,False
10937,cooee,0.9323843416370107,0.5140287767453063,0.8068776721694993,True
14776,drone,0.7829181494661922,0.861231446426883,0.8064121385543994,True
8985,paise,0.7829181494661922,0.8608987553569956,0.8063123312334333,False
7602,sable,0.7900355871886121,0.8407333439770762,0.8052449142251513,True
1192,maare,0.8422301304863582,0.7189324991718302,0.8052408410919998,False
10066,prose,0.7876631079478055,0.8460978172971131,0.8051935207525978,True
873,urate,0.7520759193357058,0.9284723705903553,0.8049948547121006,True
3286,salue,0.7758007117437722,0.8729184141337969,0.8049360224607796,False
14265,salle,0.8268090154211151,0.7538525130967558,0.8049220647238072,True
4233,brise,0.7995255041518387,0.8150726846044205,0.8041896582876132,False
8569,shave,0.833926453143535,0.7338026209638283,0.8038893034896231,True
439,trave,0.7805456702253856,0.8580784627204301,0.8038055079738988,True
9530,slope,0.7995255041518387,0.813660507191857,0.8037660050638442,True
2258,wrate,0.7734282325029656,0.8744208893315328,0.8037260295515356,False
828,alone,0.7591933570581257,0.9072417011646341,0.8036078602900782,True
14090,caret,0.7354685646500593,0.957180766323811,0.8019822251521848,True
7192,daine,0.7781731909845789,0.8569141224933933,0.8017954704372232,False
13695,slaty,0.8042704626334519,0.795573354415926,0.8016613301681941,True
7393,peare,0.8232502965599051,0.7497235634773709,0.8011922766351448,False
5545,strae,0.7390272835112692,0.9438189908220259,0.8004647957044964,True
831,soily,0.8232502965599051,0.746955802233163,0.8003619482618824,True
4731,scire,0.7710557532621589,0.8677009379727576,0.8000493086753385,False
5344,cline,0.7805456702253856,0.8445999713745865,0.7997619605701458,True
8845,brame,0.8018979833926453,0.793416774888998,0.799353620841551,False
167,diane,0.7710557532621589,0.8649529575971208,0.7992249145626474,False
65,shoer,0.7781731909845789,0.8479711614487931,0.7991125821238432,True
9510,slime,0.7995255041518387,0.7978000616493098,0.79900787140108,True
8697,haole,0.7603795966785291,0.8886818851464001,0.7988702832188904,True
13474,sonse,0.8469750889679716,0.6852934321988362,0.798470591937231,False
13273,close,0.7722419928825622,0.8583782406572643,0.7980828672149729,True
6729,sorel,0.7508896797153025,0.9078146525609998,0.7979671715690118,False
12252,stake,0.7947805456702254,0.8053800530954213,0.7979603978977842,True
11360,salse,0.8256227758007118,0.7333329980705279,0.7979358424816566,True
2655,snake,0.7983392645314353,0.7961729154141612,0.7976893597962531,True
14655,suave,0.8256227758007118,0.7315696574818153,0.7974068403050428,True
5643,shalt,0.7829181494661922,0.8299470601279078,0.7970268226647069,True
11557,sonde,0.7888493475682088,0.8157818125648099,0.7969290870671891,False
9452,corse,0.7556346381969158,0.8927825003327633,0.7967789968376701,True
8799,place,0.7734282325029656,0.8489703422482907,0.796090865426563,True
4391,spire,0.7793594306049823,0.8350544669251333,0.7960679415010277,True
5650,since,0.7793594306049823,0.8335909226684778,0.7956288782240309,True
9381,plate,0.7568208778173191,0.8849220514425086,0.795251229904876,True
9165,alane,0.8078291814946619,0.7630363445277457,0.794391330404587,False
1001,skate,0.7841043890865955,0.8179944976395452,0.7942714216524804,True
12382,smore,0.7805456702253856,0.8242105667250309,0.7936451391752791,True
9423,maile,0.7686832740213523,0.8517392818611752,0.7936000763732992,False
11563,moire,0.7686832740213523,0.851020175584519,0.7933843444903024,True
8297,boite,0.7829181494661922,0.8176788968407095,0.7933463736785474,False
12856,phare,0.7663107947805456,0.8549412020112086,0.7928999169497445,True
6349,drole,0.7591933570581257,0.8709968092710406,0.7927343927220002,False
13402,leare,0.7888493475682088,0.8016510815301032,0.7926898677567771,False
8893,slipe,0.7829181494661922,0.8142985106489179,0.7923322578210099,True
14188,prise,0.7710557532621589,0.8404466631758447,0.7918730262362647,False
3804,souse,0.8564650059311981,0.6399748868443871,0.7915179702051549,True
6843,spine,0.7947805456702254,0.7838011974948984,0.7914867412176273,True
8351,torse,0.7295373665480427,0.9347568194659908,0.7911032024234271,True
6689,clote,0.7520759193357058,0.8814216857753544,0.7908796492676005,True
11226,setae,0.8018979833926453,0.7647731028236747,0.7907605192219541,True
14808,coure,0.7591933570581257,0.8641041043516975,0.7906665812461973,False
10478,erase,0.7947805456702254,0.7800877160170636,0.7903726967742769,True
12492,feare,0.8279952550415184,0.7019548053914313,0.7901831201464923,False
8741,aline,0.7425860023724793,0.8999424234451235,0.7897929286942725,False
10788,maise,0.767497034400949,0.8418037911477316,0.7897890614249838,False
12539,swore,0.7876631079478055,0.7941912887788735,0.7896215621971259,True
10693,clade,0.7627520759193357,0.8514953695094798,0.7893750639963789,False
12628,trode,0.7473309608540926,0.8854180082899541,0.788757075084851,True
2693,brake,0.7995255041518387,0.7631543500618859,0.7886141579248529,True
14763,chore,0.7615658362989324,0.8516675390578918,0.7885963471266202,True
14688,coast,0.7580071174377224,0.8596271463620738,0.7884931261150279,True
6115,poise,0.7746144721233689,0.8190303628233285,0.7879392393333567,True
1658,alose,0.734282325029656,0.9105276023915689,0.7871559082382299,True
11815,geare,0.8102016607354685,0.7330530118258759,0.7870570660625907,False
1204,price,0.767497034400949,0.8314610090769463,0.7866862268037482,True
8427,seise,0.8991696322657177,0.5233096436558502,0.7864116356827573,True
7139,slove,0.8054567022538552,0.7415752813005667,0.7862922759678687,False
11880,boree,0.8374851720047449,0.6658897512557085,0.786006545780034,True
11161,spaer,0.7544483985765125,0.8591281710709026,0.7858523303248295,True
8275,teary,0.7378410438908659,0.8977873161549089,0.7858249255700789,True
13423,shier,0.7615658362989324,0.8419363656935562,0.7856769951173195,True
5192,cause,0.7580071174377224,0.8500606747319691,0.7856231846259965,True
4687,blore,0.7663107947805456,0.8303874035968175,0.7855337774254272,True
7692,irone,0.7425860023724793,0.8853926717413617,0.785428003183144,True
2954,meare,0.8078291814946619,0.7301943150944127,0.784538721574587,False
13519,stave,0.7864768683274022,0.779982611224428,0.7845285911965099,True
6535,grade,0.7651245551601423,0.828098516127546,0.7840167434503635,True
1313,soyle,0.7722419928825622,0.8114116471593661,0.7839928891656034,False
554,borne,0.7651245551601423,0.827831060142919,0.7839365066549754,True
3824,scote,0.7580071174377224,0.8436470918896434,0.7836991097732986,True
13686,crome,0.7686832740213523,0.8185223546019295,0.7836349981955255,True
6486,shaly,0.8054567022538552,0.7320329248824311,0.783429569042428,True
2588,reate,0.7698695136417556,0.8132618483492714,0.7828872140540103,False
6986,brant,0.763938315539739,0.8270142456447838,0.7828610945712524,True
1591,glace,0.7603795966785291,0.8335457735442202,0.7823294497382365,True
13145,seamy,0.7983392645314353,0.7441144713095666,0.7820718265648747,True
8869,seity,0.7758007117437722,0.7962296581776475,0.7819293956739348,True
8231,spile,0.7710557532621589,0.8065668823045589,0.7817090919748789,True
2241,laree,0.7829181494661922,0.7785259907078118,0.7816005018386781,False
2932,frise,0.7758007117437722,0.7940263535822513,0.781268404295316,False
2443,saunt,0.763938315539739,0.8215337535079535,0.7812169469302034,False
8353,meane,0.8232502965599051,0.6830566435281292,0.7811922006503723,False
7360,deare,0.7935943060498221,0.7521705820268999,0.7811671888429454,False
10051,soler,0.7366548042704626,0.8847033687437089,0.7810693736124366,True
8370,seaze,0.8695136417556346,0.5722845151058884,0.7803449037607108,False
5240,boart,0.7520759193357058,0.8462937325865019,0.7803412633109447,False
4485,rione,0.7283511269276394,0.9008991837592875,0.7801155439771338,False
12413,sowne,0.7888493475682088,0.7575659822912681,0.7794643379851266,False
3725,clame,0.7580071174377224,0.8292510309485854,0.7793802914909813,True
2292,pease,0.8137603795966786,0.6989835739826762,0.7793273379124779,False
1656,grise,0.7580071174377224,0.8289094220995163,0.7792778088362605,False
11075,coaly,0.7817319098457889,0.773362352146743,0.779221042536075,True
8193,spade,0.7769869513641756,0.784421637748672,0.7792173572795245,True
10003,roake,0.7508896797153025,0.8434538331641082,0.7786589257499441,False
1380,moile,0.7603795966785291,0.8199358544155366,0.7782464739996313,False
5225,craze,0.7852906287069988,0.7612933194839696,0.7780914359400901,True
9386,soapy,0.8078291814946619,0.7086072371474856,0.7780625981905089,True
5334,solde,0.7591933570581257,0.8214502055484942,0.7778704116052363,False
8046,shule,0.7746144721233689,0.7849989601880363,0.777729818542769,False
3096,frame,0.7781731909845789,0.7746761593454761,0.7771240814928481,True
1054,stary,0.7663107947805456,0.800188416999795,0.7764740814463205,True
10421,swire,0.7710557532621589,0.7885462492101146,0.7763029020465456,True
4985,snary,0.7698695136417556,0.7906421643568367,0.7761013088562798,True
4971,frite,0.7556346381969158,0.8236169556716906,0.7760293334393482,False
3614,ranee,0.7781731909845789,0.7703362635898202,0.7758221127661513,False
9751,heare,0.7829181494661922,0.7580251975466545,0.7754502638903309,False
12640,brave,0.7912218268090154,0.7383715032823258,0.7753667297510085,True
210,swole,0.7793594306049823,0.7657534957637832,0.7752776501526226,False
7941,lease,0.7793594306049823,0.7652479354462278,0.7751259820573559,True
5294,sente,0.800711743772242,0.7145104454707049,0.7748513542817808,False
10639,sared,0.727164887307236,0.886000044184956,0.7748154343705521,False
1931,slive,0.7888493475682088,0.7416161549112251,0.7746793897711137,True
7542,parle,0.7212336892052195,0.8977272450487493,0.7741817559582784,True
12215,tride,0.730723606168446,0.8753262924963963,0.7741044120668311,False
9287,grame,0.7603795966785291,0.806089054040805,0.7740924338872118,True
11440,plore,0.7378410438908659,0.8577813416020507,0.7738231332042214,False
5803,sauve,0.7912218268090154,0.7322272090676262,0.7735234414865987,True
5028,grice,0.7544483985765125,0.8152398111281496,0.7726858223420036,True
12688,parse,0.7200474495848161,0.8942444092994508,0.7723065374992065,True
10287,shope,0.7793594306049823,0.7556015607093078,0.77223206963628,False
8518,cruse,0.7461447212336892,0.8321812319625618,0.771955674452351,True
14315,samey,0.7841043890865955,0.7433810519132281,0.7718873879345852,False
8065,swine,0.7864768683274022,0.7376390022827732,0.7718255085140135,True
9789,saist,0.8078291814946619,0.6864432850043354,0.7714134125475639,False
11675,tarre,0.7473309608540926,0.8270676682327325,0.7712519730676846,False
7123,peace,0.8102016607354685,0.680177255960345,0.7711943393029315,True
543,phase,0.7568208778173191,0.8042576262783908,0.7710519023556406,True
13168,sture,0.7354685646500593,0.8514846402938867,0.7702733873432075,False
3555,trope,0.7259786476868327,0.8701801504632862,0.7692390985197688,True
422,crime,0.7520759193357058,0.8092818650855764,0.769237703060667,True
8820,porae,0.7188612099644128,0.8863213791029262,0.7690992607059669,False
3827,canoe,0.7200474495848161,0.8833220224220694,0.7690298214359921,True
1061,spite,0.7497034400948992,0.8141024968242131,0.7690231571136934,True
10122,noire,0.7129300118623962,0.8998785215549335,0.7690145647701574,False
7787,alate,0.7627520759193357,0.7833381514169176,0.7689278985686103,True
1986,frape,0.7615658362989324,0.7857201842075882,0.768812140671529,False
10484,spice,0.7663107947805456,0.7740379219453735,0.768628932929994,True
1827,sault,0.7402135231316725,0.8343062063476003,0.7684413280964508,True
7491,fease,0.8185053380782918,0.6512893020144149,0.7683405272591287,False
11666,chine,0.7603795966785291,0.7855583603851545,0.7679332257905167,True
14672,drice,0.7378410438908659,0.8374043784672082,0.7677100442637685,False
3603,trite,0.7686832740213523,0.7643188977825176,0.7673739611497019,True
926,poake,0.7746144721233689,0.749845384386991,0.7671837458024555,False
4545,thole,0.727164887307236,0.8602583542025433,0.7670929273758282,True
11487,troke,0.7402135231316725,0.8288042331356089,0.7667907361328534,True
9475,corey,0.7497034400948992,0.8060655387311584,0.766612069685777,False
3363,sowle,0.7651245551601423,0.7686685599506834,0.7661877565973048,True
11695,saury,0.7710557532621589,0.7543003545810097,0.7660291336578142,True
12732,urare,0.7817319098457889,0.7287045267115329,0.765823694905512,True
10126,short,0.7425860023724793,0.8197237360606018,0.7657273224789161,True
13379,peart,0.697508896797153,0.9246576627653283,0.7656535265876057,True
14638,scape,0.7473309608540926,0.8080676761859386,0.7655519754536464,True
3055,grape,0.7437722419928826,0.8161443012306093,0.7654838597642006,True
14207,conte,0.7200474495848161,0.8710326217631262,0.7653430012383091,True
12387,smile,0.7556346381969158,0.7878262596436685,0.7652921246309417,True
7341,smote,0.7508896797153025,0.7975545551560678,0.7648891423475321,True
4482,scree,0.7959667852906287,0.6922447049262588,0.7648501611813177,True
10748,hoise,0.734282325029656,0.8356524038785774,0.7646933486843324,True
13088,scrae,0.7058125741399762,0.9017292352258914,0.7645875724657507,True
2008,urine,0.7319098457888493,0.8402578244211573,0.7644142393785417,True
5985,parte,0.6998813760379596,0.9143529863191796,0.7642228591223257,False
3002,chose,0.7520759193357058,0.792546135085794,0.7642169840607322,True
5482,toaze,0.7627520759193357,0.7670361340440723,0.7640372933567566,False
12173,serre,0.8457888493475683,0.5728925247186258,0.7639199519588855,False
2903,biose,0.7556346381969158,0.7832089885824419,0.7639069433125736,True
4490,mease,0.7983392645314353,0.6835589161901574,0.763905160029052,True
14488,thine,0.734282325029656,0.8327874181378512,0.7638338529621146,True
2092,sorer,0.7817319098457889,0.721963136912674,0.7638012779658544,False
2981,cadre,0.7117437722419929,0.8849203473774199,0.7636967447826211,True
8939,shoat,0.7402135231316725,0.8178281196344684,0.7634979020825113,True
7394,brast,0.7390272835112692,0.8199144678171146,0.7632934388030229,False
8792,prore,0.797153024911032,0.6825867168884682,0.7627831325042629,True
6158,cruet,0.7176749703440095,0.8670637414706718,0.7624916016820082,True
13029,swile,0.7627520759193357,0.7610091946821557,0.7622292115481817,True
1071,sleet,0.7746144721233689,0.7329102655488777,0.7621032101510214,True
13721,farle,0.7259786476868327,0.8458238488787702,0.761932208044414,False
4419,shute,0.7532621589561092,0.7821411849548566,0.7619258667557334,False
5830,farse,0.7247924080664294,0.8482593698672499,0.7618324966066756,True
7747,sidle,0.7378410438908659,0.8174784896028577,0.7617322776044635,True
13737,blaer,0.7247924080664294,0.8477490361524419,0.7616793964922332,False
4151,truce,0.7164887307236062,0.867069649682567,0.7616630064112944,True
9361,clart,0.7046263345195729,0.8946694060982986,0.7616392559931906,True
10182,cripe,0.7354685646500593,0.8225926584684953,0.76160579279559,False
10844,spree,0.8042704626334519,0.6616306113607885,0.7614785072516528,True
5845,flore,0.7425860023724793,0.8050355752219547,0.7613208742273219,False
11934,ahole,0.7153024911032029,0.8686563843534834,0.7613086590782872,False
834,touse,0.7236061684460261,0.8489958420824759,0.7612230705369609,True
11421,arame,0.7793594306049823,0.7182118391802531,0.7610151531775635,False
12438,drape,0.727164887307236,0.8394829050179742,0.7608602926204575,True
13808,those,0.7259786476868327,0.8415918533514707,0.7606626093862241,True
411,salve,0.7520759193357058,0.779076143613941,0.7601759866191764,True
1551,roany,0.7378410438908659,0.8119364828032809,0.7600696755645904,False
3154,cadee,0.7995255041518387,0.6679601506547522,0.7600558981027128,False
14764,irade,0.708185053380783,0.8792297841495308,0.7594984726114073,True
4792,shiel,0.730723606168446,0.8251094610725095,0.7590393626396651,True
2828,teade,0.7734282325029656,0.725226759057763,0.7589677904694048,False
5686,spake,0.7698695136417556,0.7323857220391704,0.75862437616098,False
3197,drake,0.741399762752076,0.7975038454762956,0.7582309875693419,True
13412,shere,0.7924080664294187,0.6784001443172597,0.758205689795771,False
1978,roast,0.6903914590747331,0.9163817828537391,0.758188556208435,True
2270,cooey,0.8291814946619217,0.5921347913783437,0.7580674836768483,False
7827,ranse,0.6809015421115066,0.9374553166138115,0.757867674462198,False
3140,chile,0.7366548042704626,0.806619625099989,0.7576442505193205,True
4697,naice,0.708185053380783,0.8728314929862668,0.7575789852624282,False
12759,sored,0.7188612099644128,0.847887360673016,0.7575690551769938,False
4332,blade,0.7473309608540926,0.7808544615386561,0.7573880110594616,True
7352,atone,0.6915776986951364,0.9107604210658478,0.7573325154063498,True
9583,olate,0.6868327402135231,0.9217262635101265,0.7573007972025041,False
4060,grant,0.7224199288256228,0.8371163929409342,0.7568288680602162,True
6821,marle,0.7058125741399762,0.8758598889973057,0.756826768597175,False
10451,boast,0.7425860023724793,0.7900478895321728,0.7568245685203873,True
6196,scart,0.7105575326215896,0.8646332493373409,0.756780247636315,True
11607,sager,0.7164887307236062,0.8504694757219686,0.7566829542231148,False
785,moree,0.7935943060498221,0.6698625172570691,0.7564747694119962,False
4356,marse,0.7046263345195729,0.8771110861643207,0.7563717600129972,False
8109,caese,0.767497034400949,0.7303793771141915,0.7563617372149217,False
6435,vaire,0.7259786476868327,0.8271729925924561,0.7563369511585198,True
13289,tripe,0.7093712930011863,0.8656280609483527,0.7562483233853362,True
945,bract,0.7354685646500593,0.8042656086776042,0.7561076778583227,True
7051,shove,0.7852906287069988,0.6863713921324034,0.7556148577346202,True
7701,scant,0.7259786476868327,0.8246234154814358,0.7555720780252136,True
1870,reast,0.66429418742586,0.9683588538351104,0.7555135873486352,False
2738,leant,0.6785290628706999,0.9343097609103923,0.7552632722826076,True
2080,feart,0.7022538552787663,0.8783919240064941,0.7550952758970846,False
13846,beast,0.7164887307236062,0.8450637516200271,0.7550612369925325,True
11211,clave,0.7473309608540926,0.7726754488572251,0.7549343072550323,True
5320,morne,0.7212336892052195,0.8327922349176119,0.7547012529189372,True
7666,doree,0.7793594306049823,0.6968772514354425,0.7546147768541204,True
8381,snide,0.7402135231316725,0.7882089651411633,0.7546121557345198,True
2519,beany,0.763938315539739,0.7322112171625678,0.7544201860265877,True
2276,savey,0.7817319098457889,0.6898201782275238,0.7541583903603093,False
604,krone,0.7354685646500593,0.7974045258417161,0.7540493530075563,True
11680,patee,0.7758007117437722,0.7031536534808934,0.7540065942649086,False
6160,boose,0.8196915776986952,0.6004093553315502,0.7539069109885517,True
14148,swage,0.767497034400949,0.7219306390820596,0.7538271158052822,True
